NumberWithDash,EPM_ProductionControlItemID,EPM_MainMark,EPM_InstanceNumber,Assembly_MainPieceProductionCode,Assembly_MainPartLengthFt,Assembly_WeightEachLbs,Assembly_SurfaceAreaEachSqFt,Assembly_MainPartShape,Assembly_MainPartDimension,Assembly_MainPartFinishDescr,Assembly_TotalQuantityInJob,Assembly_NumSmallParts,EPM_AdjustedStationName,TimeInSeconds_ThisWorkSegment,Assembly_EstTotalHours_ThisLaborGroup
24-023,840747,C67,1,COLUMN,3.56,669.124,32.25,HP,16 x 162,"D - Steel, Paint All",1,2,Weld,13054,0.0
24-023,840754,C69,1,COLUMN,34.86,6600.284,349.04,HP,16 x 162,"D - Steel, Paint All",1,18,Fab/Layout,2016,0.0
24-023,840754,C69,1,COLUMN,34.86,6600.284,349.04,HP,16 x 162,"D - Steel, Paint All",1,18,Material Handling,381,0.0
24-023,840754,C69,1,COLUMN,34.86,6600.284,349.04,HP,16 x 162,"D - Steel, Paint All",1,18,Peddi Assembler,1483,0.0
24-023,840754,C69,1,COLUMN,34.86,6600.284,349.04,HP,16 x 162,"D - Steel, Paint All",1,18,Weld,4650,0.0
24-023,840773,FR2,1,FRAME,14.01,2974.523,189.42,HP,18 x 135,"D - Steel, Paint All",1,9,Fab/Layout,1100,0.0
24-023,840773,FR2,1,FRAME,14.01,2974.523,189.42,HP,18 x 135,"D - Steel, Paint All",1,9,Weld,542,0.0
24-023,840780,FR4,1,FRAME,3.05,301.688,33.37,HP,8 x 36,"D - Steel, Paint All",2,4,Fab/Layout,7571,0.0
24-023,840780,FR4,1,FRAME,3.05,301.688,33.37,HP,8 x 36,"D - Steel, Paint All",2,4,Material Handling,3,0.0
24-023,840780,FR4,1,FRAME,3.05,301.688,33.37,HP,8 x 36,"D - Steel, Paint All",2,4,Weld,18265,0.0
24-023,840780,FR4,2,FRAME,3.05,301.688,33.37,HP,8 x 36,"D - Steel, Paint All",2,4,Fab/Layout,6958,0.0
24-023,840780,FR4,2,FRAME,3.05,301.688,33.37,HP,8 x 36,"D - Steel, Paint All",2,4,Material Handling,49,0.0
24-023,840780,FR4,2,FRAME,3.05,301.688,33.37,HP,8 x 36,"D - Steel, Paint All",2,4,Weld,14319,0.0
24-023,840797,FR6,3,FRAME,7.23,462.0,51.11,HP,8 x 36,"D - Steel, Paint All",4,3,Fab/Layout,836,0.0
24-023,840797,FR6,3,FRAME,7.23,462.0,51.11,HP,8 x 36,"D - Steel, Paint All",4,3,Material Handling,19,0.0
24-023,840797,FR6,3,FRAME,7.23,462.0,51.11,HP,8 x 36,"D - Steel, Paint All",4,3,Weld,4382,0.0
24-023,840797,FR6,4,FRAME,7.23,462.0,51.11,HP,8 x 36,"D - Steel, Paint All",4,3,Fab/Layout,1707,0.0
24-023,840797,FR6,4,FRAME,7.23,462.0,51.11,HP,8 x 36,"D - Steel, Paint All",4,3,Material Handling,18,0.0
24-023,840797,FR6,4,FRAME,7.23,462.0,51.11,HP,8 x 36,"D - Steel, Paint All",4,3,Weld,2651,0.0
24-023,840799,FR7,1,FRAME,14.01,2974.523,189.42,HP,18 x 135,"D - Steel, Paint All",1,9,Fab/Layout,9,0.0
24-023,840799,FR7,1,FRAME,14.01,2974.523,189.42,HP,18 x 135,"D - Steel, Paint All",1,9,Material Handling,33,0.0
24-023,840799,FR7,1,FRAME,14.01,2974.523,189.42,HP,18 x 135,"D - Steel, Paint All",1,9,Weld,415,0.0
24-023,840803,FR8,1,FRAME,30.88,11192.366,855.55,HP,12 x 84,"D - Steel, Paint All",1,26,Fab/Layout,14355,0.0
24-023,840803,FR8,1,FRAME,30.88,11192.366,855.55,HP,12 x 84,"D - Steel, Paint All",1,26,Material Handling,218,0.0
24-023,841287,B107,3,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Material Handling,201,0.0
24-023,841287,B107,3,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Peddi Assembler,5425,0.0
24-023,841287,B107,4,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Material Handling,160,0.0
24-023,841287,B107,4,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Peddi Assembler,5770,0.0
24-023,841287,B107,5,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Material Handling,209,0.0
24-023,841287,B107,5,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Peddi Assembler,4439,0.0
24-023,841287,B107,6,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Fab/Layout,7799,0.0
24-023,841287,B107,6,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Material Handling,220,0.0
24-023,841287,B107,6,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Paint,4,0.0
24-023,841287,B107,6,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Weld,19208,0.0
24-023,841287,B107,7,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Fab/Layout,1262,0.0
24-023,841287,B107,7,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Material Handling,108,0.0
24-023,841287,B107,7,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Paint,5,0.0
24-023,841287,B107,7,BEAM,14.73,1846.814,126.06,HP,12 x 84,"D - Steel, Paint All",8,13,Weld,16697,0.0
24-023,841296,B108,3,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Material Handling,57,0.0
24-023,841296,B108,3,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Paint,6,0.0
24-023,841296,B108,3,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Weld,9017,0.0
24-023,841296,B108,4,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Fab/Layout,1338,0.0
24-023,841296,B108,4,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Material Handling,259,0.0
24-023,841296,B108,4,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Paint,8,0.0
24-023,841296,B108,4,BEAM,14.73,1783.591,122.37,HP,12 x 84,"D - Steel, Paint All",5,11,Weld,12722,0.0
24-023,841335,B113,1,BEAM,7.01,1110.351,74.1,HP,12 x 84,"D - Steel, Paint All",1,11,Weld,444,0.0
24-023,841358,B117,1,BEAM,5.05,529.119,35.28,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,24,0.0
24-023,841358,B117,1,BEAM,5.05,529.119,35.28,HP,12 x 84,"D - Steel, Paint All",1,3,Weld,102,0.0
24-023,841363,B118,2,BEAM,15.77,571.901,62.79,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,115,0.0
24-023,841483,B131,2,BEAM,39.85,1443.239,158.7,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,23,0.0
24-023,841492,B133,1,BEAM,5.05,546.467,37.22,HP,12 x 84,"D - Steel, Paint All",2,5,Fab/Layout,447,0.0
24-023,841492,B133,1,BEAM,5.05,546.467,37.22,HP,12 x 84,"D - Steel, Paint All",2,5,Weld,55,0.0
24-023,841492,B133,2,BEAM,5.05,546.467,37.22,HP,12 x 84,"D - Steel, Paint All",2,5,Fab/Layout,125,0.0
24-023,841492,B133,2,BEAM,5.05,546.467,37.22,HP,12 x 84,"D - Steel, Paint All",2,5,Weld,302,0.0
24-023,841508,B136,1,BEAM,5.05,537.793,36.25,HP,12 x 84,"D - Steel, Paint All",1,4,Fab/Layout,152,0.0
24-023,841508,B136,1,BEAM,5.05,537.793,36.25,HP,12 x 84,"D - Steel, Paint All",1,4,Weld,71,0.0
24-023,841514,B137,1,BEAM,4.88,240.828,23.15,HP,8 x 36,"D - Steel, Paint All",2,5,Fab/Layout,386,0.0
24-023,841514,B137,1,BEAM,4.88,240.828,23.15,HP,8 x 36,"D - Steel, Paint All",2,5,Weld,8,0.0
24-023,841514,B137,2,BEAM,4.88,240.828,23.15,HP,8 x 36,"D - Steel, Paint All",2,5,Fab/Layout,269,0.0
24-023,841514,B137,2,BEAM,4.88,240.828,23.15,HP,8 x 36,"D - Steel, Paint All",2,5,Weld,79,0.0
24-023,841544,B143,1,BEAM,14.73,1831.422,125.74,HP,12 x 84,"D - Steel, Paint All",1,14,Weld,6,0.0
24-023,841623,B152,3,BEAM,29.82,2863.6,199.26,HP,12 x 84,"D - Steel, Paint All",4,9,Fab/Layout,2407,0.0
24-023,841623,B152,3,BEAM,29.82,2863.6,199.26,HP,12 x 84,"D - Steel, Paint All",4,9,Material Handling,176,0.0
24-023,841623,B152,3,BEAM,29.82,2863.6,199.26,HP,12 x 84,"D - Steel, Paint All",4,9,Paint,4,0.0
24-023,841623,B152,3,BEAM,29.82,2863.6,199.26,HP,12 x 84,"D - Steel, Paint All",4,9,Weld,12122,0.0
24-023,841634,B155,1,BEAM,7.07,731.021,51.22,HP,12 x 84,"D - Steel, Paint All",1,7,Fab/Layout,1488,0.0
24-023,841641,B156,1,BEAM,7.07,731.021,51.22,HP,12 x 84,"D - Steel, Paint All",1,7,Fab/Layout,1620,0.0
24-023,841641,B156,1,BEAM,7.07,731.021,51.22,HP,12 x 84,"D - Steel, Paint All",1,7,Weld,363,0.0
24-023,841648,B157,1,BEAM,7.07,713.672,49.28,HP,12 x 84,"D - Steel, Paint All",1,5,Fab/Layout,318,0.0
24-023,841655,B158,1,BEAM,7.01,1118.461,74.86,HP,12 x 84,"D - Steel, Paint All",1,12,Fab/Layout,340,0.0
24-023,841667,B159,1,BEAM,7.01,1150.072,76.71,HP,12 x 84,"D - Steel, Paint All",1,13,Fab/Layout,838,0.0
24-023,841667,B159,1,BEAM,7.01,1150.072,76.71,HP,12 x 84,"D - Steel, Paint All",1,13,Weld,279,0.0
24-023,841680,B160,1,BEAM,8.52,808.512,60.02,HP,12 x 84,"D - Steel, Paint All",1,6,Fab/Layout,157,0.0
24-023,841680,B160,1,BEAM,8.52,808.512,60.02,HP,12 x 84,"D - Steel, Paint All",1,6,Weld,249,0.0
24-023,841697,B162,1,BEAM,7.01,1110.351,74.1,HP,12 x 84,"D - Steel, Paint All",1,11,Fab/Layout,273,0.0
24-023,841697,B162,1,BEAM,7.01,1110.351,74.1,HP,12 x 84,"D - Steel, Paint All",1,11,Weld,664,0.0
24-023,841705,B163,1,BEAM,7.01,1159.311,77.88,HP,12 x 84,"D - Steel, Paint All",1,14,Fab/Layout,780,0.0
24-023,841705,B163,1,BEAM,7.01,1159.311,77.88,HP,12 x 84,"D - Steel, Paint All",1,14,Weld,801,0.0
24-023,841715,B164,1,BEAM,8.52,850.801,62.43,HP,12 x 84,"D - Steel, Paint All",1,7,Fab/Layout,317,0.0
24-023,841728,B165,1,BEAM,7.18,708.056,48.14,HP,12 x 84,"D - Steel, Paint All",1,3,Weld,349,0.0
24-023,841733,B166,1,BEAM,7.18,708.056,48.14,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,139,0.0
24-023,841738,B167,1,BEAM,7.01,1110.351,74.1,HP,12 x 84,"D - Steel, Paint All",1,11,Weld,806,0.0
24-023,841746,B168,1,BEAM,8.52,808.512,60.02,HP,12 x 84,"D - Steel, Paint All",1,6,Weld,7,0.0
24-023,841769,B171,3,BEAM,14.73,1852.985,130.11,HP,12 x 84,"D - Steel, Paint All",4,19,Fab/Layout,279,0.0
24-023,841769,B171,3,BEAM,14.73,1852.985,130.11,HP,12 x 84,"D - Steel, Paint All",4,19,Material Handling,274,0.0
24-023,841829,B179,1,BEAM,6.22,627.556,42.36,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,92,0.0
24-023,841844,B182,7,BEAM,15.05,640.805,67.51,HP,8 x 36,"D - Steel, Paint All",9,11,Fab/Layout,6965,0.0
24-023,841844,B182,7,BEAM,15.05,640.805,67.51,HP,8 x 36,"D - Steel, Paint All",9,11,Material Handling,159,0.0
24-023,841844,B182,7,BEAM,15.05,640.805,67.51,HP,8 x 36,"D - Steel, Paint All",9,11,Weld,7044,0.0
24-023,841850,B183,2,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,18,0.0
24-023,841850,B183,2,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Material Handling,62,0.0
24-023,841850,B183,3,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,55,0.0
24-023,841850,B183,3,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Material Handling,282,0.0
24-023,841850,B183,3,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,2174,0.0
24-023,841850,B183,4,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,3173,0.0
24-023,841850,B183,4,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,4965,0.0
24-023,841850,B183,5,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,1502,0.0
24-023,841850,B183,5,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,3395,0.0
24-023,841850,B183,7,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,5610,0.0
24-023,841850,B183,7,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Material Handling,3,0.0
24-023,841850,B183,7,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,2432,0.0
24-023,841850,B183,8,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,1050,0.0
24-023,841850,B183,8,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Material Handling,5,0.0
24-023,841850,B183,8,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,1746,0.0
24-023,841850,B183,9,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,6246,0.0
24-023,841850,B183,9,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Material Handling,4,0.0
24-023,841850,B183,9,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,816,0.0
24-023,841850,B183,10,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Fab/Layout,2340,0.0
24-023,841850,B183,10,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Material Handling,4,0.0
24-023,841850,B183,10,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",10,5,Weld,1807,0.0
24-023,841856,B184,1,BEAM,0.73,80.128,5.34,HP,8 x 36,"D - Steel, Paint All",9,3,Fab/Layout,99,0.0
24-023,841861,B185,8,BEAM,11.9,516.104,53.68,HP,8 x 36,"D - Steel, Paint All",8,9,Weld,31,0.0
24-023,842007,B205,6,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Fab/Layout,808,0.0
24-023,842007,B205,6,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Material Handling,201,0.0
24-023,842007,B205,6,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Paint,32,0.0
24-023,842007,B205,6,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Weld,6144,0.0
24-023,842007,B205,12,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Fab/Layout,1399,0.0
24-023,842007,B205,12,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Material Handling,185,0.0
24-023,842007,B205,12,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Paint,3,0.0
24-023,842007,B205,12,BEAM,15.05,1438.951,103.42,HP,12 x 84,"D - Steel, Paint All",12,11,Weld,4773,0.0
24-023,842013,B206,1,BEAM,8.32,1246.06,84.72,HP,12 x 84,"D - Steel, Paint All",1,14,Fab/Layout,4912,0.0
24-023,842013,B206,1,BEAM,8.32,1246.06,84.72,HP,12 x 84,"D - Steel, Paint All",1,14,Material Handling,6,0.0
24-023,842013,B206,1,BEAM,8.32,1246.06,84.72,HP,12 x 84,"D - Steel, Paint All",1,14,Weld,21900,0.0
24-023,842032,B208,1,BEAM,32.81,2073.288,194.58,HP,12 x 63,"D - Steel, Paint All",2,1,Fab/Layout,911,0.0
24-023,842032,B208,2,BEAM,32.81,2073.288,194.58,HP,12 x 63,"D - Steel, Paint All",2,1,Fab/Layout,1821,0.0
24-023,842036,B209,1,BEAM,6.32,636.306,42.99,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,1965,0.0
24-023,842036,B209,1,BEAM,6.32,636.306,42.99,HP,12 x 84,"D - Steel, Paint All",1,3,Material Handling,4,0.0
24-023,842036,B209,1,BEAM,6.32,636.306,42.99,HP,12 x 84,"D - Steel, Paint All",1,3,Weld,5340,0.0
24-023,842046,B211,1,BEAM,2.67,329.181,20.92,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,266,0.0
24-023,842061,B214,1,BEAM,6.32,636.306,42.99,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,160,0.0
24-023,842093,B218,1,BEAM,7.38,724.681,49.34,HP,12 x 84,"D - Steel, Paint All",1,3,Fab/Layout,310,0.0
24-023,842125,B224,1,BEAM,21.99,1401.742,130.45,HP,12 x 63,"D - Steel, Paint All",2,1,Fab/Layout,1083,0.0
24-023,842303,B247,2,BEAM,39.37,1430.327,156.79,HP,8 x 36,"D - Steel, Paint All",2,1,Fab/Layout,36,0.0
24-023,842316,B249,1,BEAM,24.3,2562.414,178.44,HP,12 x 84,"D - Steel, Paint All",1,11,Fab/Layout,1989,0.0
24-023,842316,B249,1,BEAM,24.3,2562.414,178.44,HP,12 x 84,"D - Steel, Paint All",1,11,Material Handling,61,0.0
24-023,842316,B249,1,BEAM,24.3,2562.414,178.44,HP,12 x 84,"D - Steel, Paint All",1,11,Paint,6,0.0
24-023,842316,B249,1,BEAM,24.3,2562.414,178.44,HP,12 x 84,"D - Steel, Paint All",1,11,Weld,22993,0.0
24-023,842343,B252,1,BEAM,24.3,2752.084,189.5,HP,12 x 84,"D - Steel, Paint All",1,17,Fab/Layout,6048,0.0
24-023,842343,B252,1,BEAM,24.3,2752.084,189.5,HP,12 x 84,"D - Steel, Paint All",1,17,Material Handling,335,0.0
24-023,842343,B252,1,BEAM,24.3,2752.084,189.5,HP,12 x 84,"D - Steel, Paint All",1,17,Weld,31635,0.0
24-023,842352,B253,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Fab/Layout,3120,0.0
24-023,842352,B253,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Material Handling,181,0.0
24-023,842352,B253,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Paint,3,0.0
24-023,842352,B253,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Weld,11946,0.0
24-023,842361,B254,1,BEAM,25.81,2465.51,180.31,HP,12 x 84,"D - Steel, Paint All",1,18,Fab/Layout,3386,0.0
24-023,842361,B254,1,BEAM,25.81,2465.51,180.31,HP,12 x 84,"D - Steel, Paint All",1,18,Material Handling,108,0.0
24-023,842361,B254,1,BEAM,25.81,2465.51,180.31,HP,12 x 84,"D - Steel, Paint All",1,18,Paint,17,0.0
24-023,842361,B254,1,BEAM,25.81,2465.51,180.31,HP,12 x 84,"D - Steel, Paint All",1,18,Weld,8523,0.0
24-023,842374,B255,1,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",1,5,Fab/Layout,3361,0.0
24-023,842374,B255,1,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",1,5,Material Handling,4,0.0
24-023,842374,B255,1,BEAM,3.86,204.266,19.11,HP,8 x 36,"D - Steel, Paint All",1,5,Weld,6019,0.0
24-023,842380,B256,1,BEAM,24.47,2255.391,158.04,HP,12 x 84,"D - Steel, Paint All",1,6,Fab/Layout,2782,0.0
24-023,842380,B256,1,BEAM,24.47,2255.391,158.04,HP,12 x 84,"D - Steel, Paint All",1,6,Material Handling,1328,0.0
24-023,842380,B256,1,BEAM,24.47,2255.391,158.04,HP,12 x 84,"D - Steel, Paint All",1,6,Weld,5413,0.0
24-023,842392,B258,1,BEAM,24.47,2350.226,163.57,HP,12 x 84,"D - Steel, Paint All",1,9,Fab/Layout,881,0.0
24-023,842392,B258,1,BEAM,24.47,2350.226,163.57,HP,12 x 84,"D - Steel, Paint All",1,9,Material Handling,120,0.0
24-023,842392,B258,1,BEAM,24.47,2350.226,163.57,HP,12 x 84,"D - Steel, Paint All",1,9,Paint,5,0.0
24-023,842392,B258,1,BEAM,24.47,2350.226,163.57,HP,12 x 84,"D - Steel, Paint All",1,9,Weld,15273,0.0
24-023,842407,B260,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Fab/Layout,2309,0.0
24-023,842407,B260,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Material Handling,97,0.0
24-023,842407,B260,1,BEAM,24.3,2631.808,186.19,HP,12 x 84,"D - Steel, Paint All",1,19,Weld,26899,0.0
24-023,842416,B261,1,BEAM,25.81,2371.175,172.09,HP,12 x 84,"D - Steel, Paint All",1,11,Material Handling,284,0.0
24-023,842416,B261,1,BEAM,25.81,2371.175,172.09,HP,12 x 84,"D - Steel, Paint All",1,11,Paint,8,0.0
24-023,842416,B261,1,BEAM,25.81,2371.175,172.09,HP,12 x 84,"D - Steel, Paint All",1,11,Weld,313,0.0
24-023,842436,B263,1,BEAM,24.36,2287.613,167.21,HP,12 x 84,"D - Steel, Paint All",1,19,Fab/Layout,1851,0.0
24-023,842436,B263,1,BEAM,24.36,2287.613,167.21,HP,12 x 84,"D - Steel, Paint All",1,19,Material Handling,195,0.0
24-023,842436,B263,1,BEAM,24.36,2287.613,167.21,HP,12 x 84,"D - Steel, Paint All",1,19,Paint,3,0.0
24-023,842436,B263,1,BEAM,24.36,2287.613,167.21,HP,12 x 84,"D - Steel, Paint All",1,19,Weld,7190,0.0
24-023,842450,B265,1,BEAM,24.36,1020.92,109.71,HP,8 x 36,"D - Steel, Paint All",1,19,Material Handling,90,0.0
24-023,842450,B265,1,BEAM,24.36,1020.92,109.71,HP,8 x 36,"D - Steel, Paint All",1,19,Paint,4,0.0
24-023,842450,B265,1,BEAM,24.36,1020.92,109.71,HP,8 x 36,"D - Steel, Paint All",1,19,Weld,48,0.0
24-023,842460,B267,1,BEAM,15.05,640.805,67.51,HP,8 x 36,"D - Steel, Paint All",1,11,Fab/Layout,3112,0.0
24-023,842460,B267,1,BEAM,15.05,640.805,67.51,HP,8 x 36,"D - Steel, Paint All",1,11,Material Handling,83,0.0
24-023,842460,B267,1,BEAM,15.05,640.805,67.51,HP,8 x 36,"D - Steel, Paint All",1,11,Weld,7018,0.0
24-023,842478,B270,1,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Material Handling,133,0.0
24-023,842478,B270,1,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Peddi Assembler,3876,0.0
24-023,842478,B270,2,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Material Handling,373,0.0
24-023,842478,B270,2,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Peddi Assembler,5669,0.0
24-023,842478,B270,3,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Material Handling,279,0.0
24-023,842478,B270,3,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Peddi Assembler,6220,0.0
24-023,842478,B270,4,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Material Handling,93,0.0
24-023,842478,B270,4,BEAM,18.99,2311.057,157.76,HP,12 x 84,"D - Steel, Paint All",6,15,Peddi Assembler,6416,0.0
24-023,842497,B272,1,BEAM,29.49,3347.726,229.64,HP,12 x 84,"D - Steel, Paint All",1,19,Fab/Layout,6885,0.0
24-023,842497,B272,1,BEAM,29.49,3347.726,229.64,HP,12 x 84,"D - Steel, Paint All",1,19,Material Handling,288,0.0
24-023,842497,B272,1,BEAM,29.49,3347.726,229.64,HP,12 x 84,"D - Steel, Paint All",1,19,Paint,3,0.0
24-023,842497,B272,1,BEAM,29.49,3347.726,229.64,HP,12 x 84,"D - Steel, Paint All",1,19,Weld,43951,0.0
24-023,842507,B273,1,BEAM,29.82,2870.468,199.26,HP,12 x 84,"D - Steel, Paint All",1,9,Fab/Layout,1707,0.0
24-023,842507,B273,1,BEAM,29.82,2870.468,199.26,HP,12 x 84,"D - Steel, Paint All",1,9,Material Handling,174,0.0
24-023,842507,B273,1,BEAM,29.82,2870.468,199.26,HP,12 x 84,"D - Steel, Paint All",1,9,Paint,14,0.0
24-023,842507,B273,1,BEAM,29.82,2870.468,199.26,HP,12 x 84,"D - Steel, Paint All",1,9,Weld,15706,0.0
24-023,842516,B275,1,BEAM,8.82,1350.689,90.41,HP,12 x 84,"D - Steel, Paint All",2,13,Fab/Layout,13667,0.0
24-023,842516,B275,1,BEAM,8.82,1350.689,90.41,HP,12 x 84,"D - Steel, Paint All",2,13,Material Handling,3,0.0
24-023,842516,B275,1,BEAM,8.82,1350.689,90.41,HP,12 x 84,"D - Steel, Paint All",2,13,Weld,94821,0.0
24-023,842516,B275,2,BEAM,8.82,1350.689,90.41,HP,12 x 84,"D - Steel, Paint All",2,13,Fab/Layout,16184,0.0
24-023,842516,B275,2,BEAM,8.82,1350.689,90.41,HP,12 x 84,"D - Steel, Paint All",2,13,Material Handling,16,0.0
24-023,842516,B275,2,BEAM,8.82,1350.689,90.41,HP,12 x 84,"D - Steel, Paint All",2,13,Weld,40351,0.0
24-023,842525,B276,1,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Fab/Layout,4102,0.0
24-023,842525,B276,1,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Material Handling,3,0.0
24-023,842525,B276,1,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Weld,4519,0.0
24-023,842525,B276,2,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Fab/Layout,3068,0.0
24-023,842525,B276,2,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Material Handling,1764,0.0
24-023,842525,B276,2,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Weld,3779,0.0
24-023,842525,B276,3,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Fab/Layout,4662,0.0
24-023,842525,B276,3,BEAM,3.47,413.905,27.69,HP,12 x 84,"D - Steel, Paint All",3,5,Material Handling,7,0.0
